SubtID	SubtDays	Status	SubtStartYear	Source	PaymentMethod	MetroArea
780878	79	Stop	2001	Outdoor	Check	Primary
781876	13	Stop	2002	Other	Check	Primary
781877	356	Active	2004	Voluntary	Check	Region
781878	130	Stop	2001	Outdoor	Check	Primary
782878	13	Stop	2003	Phone	Check	Primary
783876	67	Stop	2001	Direct Mail	Check	Region
783878	74	Stop	2001	Phone	Check	Primary
784877	13	Stop	2002	Phone	Check	Primary
784878	5	Stop	2001	Phone	Check	Primary
785877	33	Stop	2002	Phone	Check	Region
786877	87	Stop	2001	Voluntary	Check	Primary
787877	55	Stop	2003	Outdoor	Check	Primary
787878	69	Stop	2003	Outdoor	Check	Primary
788876	72	Stop	2001	Phone	Check	Primary
788877	6	Stop	2001	Phone	Check	Primary
789877	653	Stop	2001	Phone	Check	Primary
790876	48	Stop	2002	Phone	Check	Primary
790877	589	Active	2003	Voluntary	Check	Primary
790878	55	Stop	2001	Phone	Check	Primary
791877	15	Stop	2001	Phone	Check	Primary
792876	73	Stop	2000	Phone	Check	Primary
792877	29	Stop	2001	Outdoor	Check	Primary
793876	153	Stop	2003	Outdoor	Check	Primary
793877	179	Stop	2001	Phone	Check	Primary
794876	104	Stop	2003	Phone	Check	Primary
794877	77	Stop	2003	Outdoor	Check	Primary
794878	979	Active	2002	Voluntary	Check	Primary
795877	13	Stop	2001	Phone	Check	Primary
795878	26	Stop	2001	Phone	Check	Primary
796876	132	Stop	2003	Direct Mail	Check	Region
796877	2	Stop	2001	Phone	Check	Primary
797878	123	Stop	2003	Outdoor	Check	Primary
798877	13	Stop	2002	Other	Check	Region
798878	7	Stop	2001	Phone	Check	Primary
799876	151	Stop	2003	Outdoor	Check	Primary
799877	141	Stop	2003	Outdoor	Check	Region
799878	14	Stop	2002	Phone	Check	Primary
800876	82	Stop	2000	Other	Check	Primary
800877	88	Stop	2000	Phone	Check	Region
800878	13	Stop	2001	Phone	Check	Primary
801877	1427	Active	2001	Voluntary	Check	Primary
802878	12	Stop	2001	Phone	Check	Primary
803876	269	Stop	2001	Direct Mail	CreditCard	Primary
803877	65	Stop	2002	Voluntary	Check	Primary
804876	879	Stop	2002	Voluntary	Check	Region
804877	95	Stop	2001	Phone	Check	Primary
804878	67	Stop	2001	Direct Mail	Check	Primary
805876	110	Stop	2001	Outdoor	Check	Primary
806877	27	Stop	2003	Phone	Check	Primary
807876	93	Stop	2001	Phone	Check	Primary
807877	183	Stop	2002	Outdoor	Check	Primary
807878	24	Stop	2003	Outdoor	Check	Primary
808876	67	Stop	2004	Phone	Check	Primary
808877	28	Stop	2000	Phone	Check	Primary
808878	168	Stop	2003	Outdoor	Check	Primary
809877	72	Stop	2002	Phone	Check	Region
809878	13	Stop	2001	Phone	Check	Primary
810877	875	Active	2002	Voluntary	CreditCard	Primary
811876	13	Stop	2002	Phone	Check	Region
811877	996	Stop	2002	Voluntary	CreditCard	Primary
812876	227	Stop	2002	Phone	Check	Primary
812877	16	Stop	2001	Outdoor	Check	Primary
812878	669	Active	2003	Phone	CreditCard	Primary
813876	1187	Active	2002	Direct Mail	Check	Primary
813877	96	Stop	2001	Phone	Check	Region
813878	678	Stop	2002	Direct Mail	Check	Primary
814877	88	Stop	2002	Phone	Check	Primary
814878	27	Stop	2002	Phone	Check	Primary
815876	234	Stop	2004	Phone	Check	Primary
815878	84	Stop	2002	Outdoor	Check	Primary
816876	107	Stop	2000	Phone	Check	Primary
816877	0	Stop	2001	Phone	Check	Primary
816878	97	Stop	2004	Phone	Check	Primary
817876	126	Stop	2001	Voluntary	Check	Region
817878	20	Stop	2002	Phone	Check	Region
818877	48	Stop	2004	Outdoor	Check	Primary
818878	114	Stop	2001	Outdoor	Check	Primary
819876	288	Stop	2001	Voluntary	Check	Primary
819877	44	Stop	2001	Phone	Check	Primary
820877	195	Stop	2003	Outdoor	Check	Primary
822876	36	Stop	2001	Phone	Check	Primary
822878	58	Stop	2001	Outdoor	CreditCard	Primary
823877	148	Stop	2002	Phone	Check	Primary
823878	13	Stop	2001	Phone	Check	Primary
824876	295	Stop	2001	Phone	Check	Primary
824878	101	Stop	2004	Outdoor	Check	Region
825876	69	Stop	2004	Other	Check	Primary
825877	28	Stop	2000	Phone	Check	Primary
826876	65	Stop	2003	Phone	Check	Primary
826878	39	Stop	2003	Outdoor	Check	Primary
827877	153	Stop	2001	Direct Mail	CreditCard	Primary
827878	13	Stop	2002	Phone	Check	Primary
828876	173	Stop	2003	Voluntary	Check	Primary
829876	114	Stop	2002	Phone	Check	Primary
829877	13	Stop	2002	Phone	Check	Primary
831877	121	Stop	2001	Voluntary	CreditCard	Primary
831878	13	Stop	2001	Phone	Check	Primary
832876	127	Stop	2001	Direct Mail	Check	Primary
832877	112	Stop	2001	Phone	Check	Region
832878	11	Stop	2003	Phone	Check	Primary
833877	523	Stop	2001	Voluntary	Check	Primary
833878	14	Stop	2001	Phone	Check	Primary
834876	50	Stop	2003	Outdoor	Check	Primary
834878	1005	Active	2002	Voluntary	Check	Primary
835876	13	Stop	2002	Phone	Check	Primary
835878	97	Stop	2001	Outdoor	Check	Primary
836876	87	Stop	2000	Phone	Check	Primary
837877	79	Stop	2002	Direct Mail	Check	Primary
838877	14	Stop	2000	Other	Check	Region
839876	688	Active	2003	Direct Mail	Check	Primary
839878	13	Stop	2002	Phone	Check	Primary
840876	87	Stop	2003	Phone	Check	Region
840877	5	Stop	2000	Outdoor	Check	Primary
841877	120	Stop	2004	Outdoor	Check	Region
841878	55	Stop	2000	Other	Check	Primary
842876	1004	Active	2002	Voluntary	Check	Primary
842877	13	Stop	2002	Phone	Check	Region
842878	77	Stop	2004	Phone	Check	Region
843876	13	Stop	2002	Other	Check	Region
843878	85	Stop	2002	Phone	Check	Primary
844876	332	Stop	2002	Phone	CreditCard	Primary
844877	9	Stop	2003	Phone	Check	Region
845876	83	Stop	2001	Outdoor	Check	Primary
845877	360	Stop	2000	Phone	Check	Primary
846877	172	Stop	2001	Direct Mail	Check	Primary
847876	97	Stop	2001	Phone	Check	Primary
847877	50	Stop	2001	Phone	Check	Primary
848876	122	Stop	2001	Phone	Check	Primary
848877	6	Stop	2002	Phone	Check	Primary
849876	79	Stop	2002	Phone	Check	Primary
849877	12	Stop	2002	Phone	Check	Primary
850877	57	Stop	2003	Outdoor	Check	Primary
850878	195	Stop	2002	Phone	Check	Region
851876	69	Stop	2001	Phone	Check	Primary
851878	71	Stop	2001	Phone	Check	Primary
854876	149	Stop	2003	Outdoor	Check	Primary
854878	140	Stop	2001	Phone	Check	Primary
855876	37	Stop	2001	Phone	Check	Region
855877	64	Stop	2003	Other	Check	Primary
855878	7	Stop	2002	Phone	Check	Primary
856877	73	Stop	2004	Phone	Check	Primary
856878	232	Stop	2003	Other	CreditCard	Primary
857876	112	Stop	2001	Other	Check	Region
858877	111	Stop	2002	Outdoor	Check	Primary
858878	52	Stop	2001	Phone	Check	Primary
859877	115	Stop	2004	Other	Check	Primary
859878	55	Stop	2003	Voluntary	Check	Region
860876	64	Stop	2002	Phone	Check	Primary
860877	83	Stop	2001	Voluntary	Check	Primary
860878	493	Stop	2002	Direct Mail	Check	Primary
861876	83	Stop	2001	Phone	Check	Primary
861877	86	Stop	2001	Other	Check	Primary
861878	826	Stop	2001	Direct Mail	Check	Region
862876	13	Stop	2002	Other	Check	Primary
862877	34	Stop	2004	Other	Check	Primary
863876	13	Stop	2002	Phone	Check	Primary
863878	202	Stop	2000	Direct Mail	Check	Primary
864876	672	Stop	2001	Direct Mail	Check	Primary
864878	79	Stop	2002	Phone	Check	Primary
865878	32	Stop	2004	Outdoor	Check	Primary
866876	13	Stop	2002	Direct Mail	Check	Primary
866878	280	Stop	2001	Phone	Check	Primary
867876	176	Stop	2000	Phone	Check	Primary
867878	24	Stop	2001	Phone	Check	Primary
868877	907	Active	2002	Voluntary	CreditCard	Primary
868878	6	Stop	2002	Voluntary	Check	Primary
869877	364	Stop	2001	Voluntary	Check	Primary
869878	65	Stop	2003	Direct Mail	Check	Region
870877	34	Stop	2001	Phone	Check	Primary
870878	13	Stop	2002	Other	Check	Primary
871876	160	Stop	2004	Outdoor	Check	Region
871877	98	Stop	2001	Phone	Check	Primary
871878	108	Stop	2003	Outdoor	Check	Primary
872876	171	Stop	2001	Voluntary	Check	Primary
873876	67	Stop	2002	Phone	Check	Primary
873878	86	Stop	2002	Phone	Check	Primary
874876	13	Stop	2002	Other	Check	Region
874877	62	Stop	2000	Phone	Check	Region
874878	75	Stop	2002	Phone	Check	Primary
875876	139	Stop	2004	Direct Mail	Check	Primary
875877	9	Stop	2003	Phone	Check	Primary
875878	976	Active	2002	Phone	Check	Primary
876876	13	Stop	2002	Phone	Check	Primary
876877	22	Stop	2001	Phone	Check	Primary
876878	41	Stop	2002	Other	Check	Primary
877876	34	Stop	2002	Phone	Check	Region
878876	188	Stop	2002	Phone	Check	Region
878877	70	Stop	2003	Outdoor	Check	Primary
879876	95	Stop	2003	Outdoor	Check	Primary
879877	75	Stop	2002	Outdoor	Check	Primary
879878	51	Stop	2002	Phone	Check	Primary
880877	84	Stop	2002	Voluntary	Check	Region
880878	58	Stop	2003	Other	Check	Primary
881876	1011	Active	2002	Direct Mail	Check	Primary
881877	149	Stop	2003	Outdoor	Check	Primary
881878	13	Stop	2002	Phone	Check	Primary
882876	32	Stop	2001	Phone	Check	Primary
882878	207	Stop	2002	Direct Mail	CreditCard	Primary
883878	4	Stop	2001	Phone	Check	Primary
884876	69	Stop	2004	Outdoor	Check	Primary
884878	13	Stop	2002	Other	Check	Primary
885877	31	Stop	2001	Phone	Check	Region
885878	13	Stop	2001	Phone	Check	Primary
886877	4	Stop	2001	Phone	Check	Primary
887876	13	Stop	2002	Other	Check	Primary
888876	67	Stop	2002	Phone	Check	Region
888877	13	Stop	2002	Phone	Check	Primary
888878	11	Stop	2003	Phone	Check	Primary
889878	1473	Active	2001	Direct Mail	CreditCard	Primary
890877	13	Stop	2002	Phone	Check	Primary
892876	13	Stop	2001	Phone	Check	Region
892878	22	Stop	2001	Phone	Check	Primary
893876	39	Stop	2003	Phone	Check	Region
894876	87	Stop	2000	Phone	Check	Primary
894877	4	Stop	2001	Outdoor	Check	Primary
894878	12	Stop	2001	Phone	Check	Primary
895876	324	Stop	2004	Voluntary	Check	Primary
895877	22	Stop	2004	Voluntary	CreditCard	Region
895878	356	Stop	2001	Voluntary	Check	Primary
896877	16	Stop	2003	Direct Mail	CreditCard	Primary
896878	66	Stop	2002	Phone	Check	Region
897876	90	Stop	2004	Outdoor	Check	Region
897877	97	Stop	2003	Outdoor	Check	Primary
898877	73	Stop	2002	Phone	Check	Primary
898878	21	Stop	2002	Phone	Check	Primary
899876	129	Stop	2004	Phone	Check	Primary
899878	9	Stop	2001	Phone	Check	Primary
900877	93	Stop	2003	Outdoor	Check	Primary
900878	99	Stop	2001	Phone	Check	Region
901876	1011	Active	2002	Direct Mail	Check	Primary
901877	5	Stop	2000	Outdoor	Check	Primary
902876	493	Stop	2003	Outdoor	Check	Primary
902877	13	Stop	2002	Phone	Check	Region
902878	147	Stop	2000	Phone	Check	Region
903876	781	Stop	2001	Phone	CreditCard	Primary
903877	55	Stop	2003	Phone	Check	Primary
903878	13	Stop	2002	Phone	Check	Primary
904876	13	Stop	2003	Phone	Check	Primary
904877	133	Stop	2004	Outdoor	Check	Primary
905876	71	Stop	2002	Outdoor	Check	Primary
905877	36	Stop	2003	Phone	Check	Region
905878	25	Stop	2001	Phone	Check	Primary
906876	108	Stop	2000	Phone	Check	Region
906878	15	Stop	2002	Phone	Check	Primary
907878	108	Stop	2000	Outdoor	Check	Primary
908876	48	Stop	2002	Direct Mail	Check	Primary
908878	48	Stop	2004	Phone	Check	Region
909876	26	Stop	2002	Phone	Check	Primary
909877	60	Stop	2002	Phone	Check	Primary
910877	49	Stop	2002	Phone	Check	Primary
910878	1668	Active	2000	Phone	Check	Primary
911876	1237	Active	2001	Direct Mail	CreditCard	Primary
911877	481	Stop	2001	Phone	Check	Primary
911878	100	Stop	2000	Phone	Check	Primary
912876	5	Stop	2001	Phone	Check	Primary
912877	6	Stop	2001	Phone	Check	Primary
912878	13	Stop	2003	Other	Check	Primary
913876	75	Stop	2001	Phone	Check	Primary
913877	336	Stop	2002	Direct Mail	Check	Primary
913878	13	Stop	2002	Phone	Check	Primary
914876	13	Stop	2001	Phone	Check	Primary
914877	55	Stop	2000	Phone	Check	Primary
915877	27	Stop	2003	Phone	Check	Primary
915878	241	Stop	2000	Phone	Check	Primary
916876	153	Stop	2001	Phone	Check	Primary
917876	139	Stop	2004	Outdoor	Check	Region
917878	13	Stop	2002	Phone	Check	Primary
918876	87	Stop	2003	Phone	Check	Region
919878	188	Stop	2001	Other	Check	Primary
921876	99	Stop	2003	Outdoor	Check	Primary
921877	15	Stop	2004	Phone	Check	Primary
921878	209	Stop	2001	Voluntary	Check	Primary
922876	13	Stop	2002	Phone	Check	Region
922877	13	Stop	2003	Phone	Check	Primary
923877	43	Stop	2002	Phone	Check	Primary
924876	127	Stop	2004	Other	Check	Primary
925876	13	Stop	2002	Phone	Check	Primary
926876	96	Stop	2003	Phone	Check	Region
927876	2	Stop	2003	Outdoor	Check	Primary
928876	66	Stop	2003	Direct Mail	Check	Primary
928877	31	Stop	2002	Phone	Check	Region
928878	34	Stop	2002	Phone	Check	Region
929876	354	Active	2004	Voluntary	Check	Primary
929877	822	Active	2003	Direct Mail	Check	Primary
930877	1248	Stop	2001	Direct Mail	Check	Primary
930878	105	Stop	2002	Phone	Check	Primary
931877	66	Stop	2001	Phone	Check	Primary
932877	1033	Active	2002	Phone	CreditCard	Primary
933876	391	Stop	2003	Voluntary	Check	Primary
933877	13	Stop	2001	Phone	Check	Primary
933878	188	Stop	2004	Outdoor	Check	Region
934876	80	Stop	2003	Phone	Check	Primary
934878	314	Stop	2003	Direct Mail	Check	Primary
935876	530	Stop	2003	Direct Mail	Check	Primary
935877	678	Stop	2002	Voluntary	CreditCard	Primary
936876	4	Stop	2000	Other	Check	Primary
936877	74	Stop	2000	Phone	Check	Primary
936878	13	Stop	2002	Phone	Check	Region
937876	54	Stop	2003	Phone	Check	Primary
937878	7	Stop	2002	Other	Check	Primary
938876	2	Stop	2001	Phone	Check	Primary
938877	102	Stop	2003	Outdoor	Check	Primary
939876	85	Stop	2002	Direct Mail	Check	Primary
939877	990	Stop	2002	Direct Mail	Check	Primary
939878	76	Stop	2001	Phone	Check	Primary
940878	156	Stop	2004	Phone	Check	Primary
942876	41	Stop	2001	Phone	CreditCard	Region
942878	79	Stop	2003	Phone	Check	Primary
943878	750	Stop	2001	Direct Mail	CreditCard	Primary
945876	111	Stop	2000	Voluntary	Check	Primary
945877	104	Stop	2002	Phone	Check	Primary
945878	675	Active	2003	Other	Check	Primary
946877	33	Stop	2000	Other	Check	Primary
946878	433	Stop	2001	Direct Mail	Check	Primary
947876	7	Stop	2001	Phone	Check	Primary
948876	70	Stop	2001	Other	Check	Primary
949876	31	Stop	2003	Phone	Check	Primary
949878	100	Stop	2001	Phone	Check	Primary
950876	19	Stop	2003	Phone	Check	Region
950878	13	Stop	2002	Phone	Check	Region
951876	196	Stop	2002	Phone	Check	Primary
951877	81	Stop	2002	Phone	Check	Region
951878	47	Stop	2003	Outdoor	Check	Primary
952876	92	Stop	2002	Phone	Check	Primary
952878	11	Stop	2004	Outdoor	Check	Primary
953876	58	Stop	2003	Phone	Check	Primary
953877	25	Stop	2002	Outdoor	Check	Primary
953878	6	Stop	2002	Phone	Check	Region
954878	278	Stop	2003	Phone	Check	Primary
955876	76	Stop	2002	Other	Check	Primary
956876	86	Stop	2002	Phone	Check	Region
956878	77	Stop	2003	Phone	Check	Region
957876	83	Stop	2002	Phone	Check	Region
957878	7	Stop	2004	Phone	Check	Primary
958878	84	Stop	2002	Voluntary	Check	Primary
959877	47	Stop	2001	Phone	Check	Primary
959878	69	Stop	2004	Other	Check	Primary
960877	13	Stop	2003	Phone	Check	Primary
961877	27	Stop	2002	Voluntary	Check	Region
961878	622	Stop	2003	Direct Mail	Check	Primary
962876	68	Stop	2000	Phone	Check	Primary
962877	53	Stop	2001	Outdoor	Check	Primary
963876	119	Stop	2000	Phone	Check	Primary
963877	5	Stop	2002	Phone	Check	Primary
963878	5	Stop	2003	Other	Check	Primary
964876	211	Stop	2001	Voluntary	CreditCard	Primary
964877	27	Stop	2001	Other	Check	Primary
965876	6	Stop	2001	Phone	Check	Primary
965877	13	Stop	2002	Other	Check	Primary
965878	68	Stop	2003	Phone	CreditCard	Region
966876	21	Stop	2002	Phone	Check	Primary
966877	41	Stop	2001	Outdoor	Check	Primary
966878	1208	Active	2001	Direct Mail	Check	Primary
967877	1594	Active	2000	Other	CreditCard	Primary
968876	240	Stop	2002	Voluntary	Check	Primary
968877	13	Stop	2002	Other	Check	Primary
968878	18	Stop	2000	Other	Check	Region
969876	118	Stop	2004	Outdoor	Check	Primary
969877	49	Stop	2002	Outdoor	Check	Primary
969878	523	Stop	2002	Outdoor	Check	Primary
970876	14	Stop	2002	Phone	Check	Primary
970878	73	Stop	2003	Phone	Check	Region
971876	1497	Active	2001	Direct Mail	Check	Primary
972877	4	Stop	2002	Phone	Check	Region
972878	1	Stop	2002	Phone	Check	Region
973878	78	Stop	2001	Voluntary	Check	Primary
974876	204	Stop	2002	Phone	Check	Primary
974878	262	Stop	2001	Phone	Check	Region
975877	62	Stop	2003	Outdoor	Check	Primary
975878	201	Stop	2000	Outdoor	Check	Primary
976876	19	Stop	2002	Phone	Check	Primary
976877	125	Stop	2001	Voluntary	Check	Primary
976878	84	Stop	2003	Phone	Check	Primary
977877	13	Stop	2001	Phone	Check	Primary
977878	307	Stop	2001	Phone	Check	Primary
978876	91	Stop	2002	Phone	Check	Primary
978877	86	Stop	2002	Phone	Check	Primary
978878	75	Stop	2003	Direct Mail	Check	Primary
979876	23	Stop	2001	Phone	Check	Primary
979877	552	Stop	2002	Direct Mail	Check	Primary
979878	73	Stop	2001	Phone	Check	Primary
980876	105	Stop	2002	Phone	Check	Primary
980877	201	Stop	2002	Phone	Check	Primary
980878	8	Stop	2001	Phone	Check	Primary
981876	78	Stop	2001	Phone	Check	Primary
981877	209	Stop	2004	Outdoor	Check	Region
981878	51	Stop	2003	Outdoor	Check	Primary
983877	996	Stop	2001	Voluntary	Check	Primary
983878	43	Stop	2002	Phone	Check	Primary
984876	0	Stop	2002	Phone	Check	Primary
984878	139	Stop	2004	Outdoor	Check	Primary
985877	13	Stop	2001	Phone	Check	Primary
986876	13	Stop	2002	Phone	Check	Primary
986877	69	Stop	2002	Direct Mail	Check	Primary
986878	129	Stop	2004	Outdoor	Check	Primary
987876	221	Stop	2001	Voluntary	Check	Primary
987877	104	Stop	2004	Outdoor	Check	Primary
987878	10	Stop	2001	Phone	Check	Primary
988876	268	Stop	2001	Direct Mail	Check	Primary
988877	64	Stop	2002	Phone	Check	Primary
988878	9	Stop	2001	Phone	Check	Primary
989877	409	Stop	2003	Phone	Check	Region
990876	154	Stop	2003	Outdoor	Check	Primary
990877	433	Stop	2002	Direct Mail	Check	Primary
990878	58	Stop	2002	Phone	Check	Primary
991877	85	Stop	2004	Other	Check	Primary
992876	917	Stop	2001	Direct Mail	Check	Primary
992878	69	Stop	2004	Other	Check	Primary
993876	77	Stop	2001	Phone	Check	Primary
993877	8	Stop	2000	Phone	Check	Region
993878	0	Stop	2002	Phone	Check	Primary
994876	9	Stop	2004	Phone	Check	Primary
994877	41	Stop	2002	Phone	Check	Primary
994878	224	Stop	2000	Direct Mail	Check	Region
995877	13	Stop	2002	Phone	Check	Primary
995878	174	Stop	2002	Phone	Check	Primary
996876	34	Stop	2003	Phone	Check	Primary
996877	8	Stop	2002	Direct Mail	Check	Primary
997876	13	Stop	2002	Other	Check	Region
997877	13	Stop	2001	Phone	Check	Primary
998876	81	Stop	2003	Other	Check	Primary
999876	61	Stop	2001	Phone	Check	Primary
999878	40	Stop	2003	Phone	Check	Primary
1000876	13	Stop	2001	Phone	Check	Primary
1000878	45	Stop	2002	Phone	Check	Primary
1001876	62	Stop	2004	Phone	Check	Primary
1001877	32	Stop	2002	Phone	Check	Primary
1001878	13	Stop	2002	Phone	Check	Primary
1002878	184	Stop	2003	Other	Check	Primary
1003876	93	Stop	2003	Phone	Check	Primary
1005876	71	Stop	2004	Outdoor	Check	Primary
1005877	41	Stop	2002	Phone	Check	Primary
1005878	13	Stop	2001	Phone	Check	Primary
1006877	27	Stop	2003	Outdoor	Check	Primary
1006878	162	Stop	2004	Outdoor	Check	Primary
1007876	7	Stop	2001	Phone	Check	Primary
1007877	13	Stop	2002	Other	Check	Primary
1008877	20	Stop	2003	Phone	Check	Primary
1008878	112	Stop	2003	Outdoor	Check	Primary
1010876	188	Stop	2001	Outdoor	Check	Primary
1010877	13	Stop	2002	Phone	Check	Primary
1011876	65	Stop	2003	Phone	Check	Primary
1011878	69	Stop	2001	Outdoor	Check	Primary
1012876	104	Stop	2003	Outdoor	Check	Primary
1013876	13	Stop	2002	Phone	Check	Primary
1014876	426	Stop	2001	Direct Mail	CreditCard	Primary
1014877	20	Stop	2003	Voluntary	Check	Primary
1014878	10	Stop	2004	Phone	Check	Primary
1015877	105	Stop	2002	Phone	Check	Primary
1016878	158	Stop	2002	Outdoor	Check	Primary
1017876	80	Stop	2003	Outdoor	Check	Primary
1017877	181	Stop	2000	Outdoor	Check	Primary
1017878	13	Stop	2001	Phone	Check	Primary
1018877	71	Stop	2003	Other	Check	Primary
1019877	16	Stop	2001	Phone	Check	Primary
1019878	13	Stop	2002	Other	Check	Region
1020876	72	Stop	2003	Outdoor	Check	Primary
1020877	209	Stop	2004	Outdoor	Check	Region
1020878	68	Stop	2002	Outdoor	Check	Primary
1021876	97	Stop	2001	Phone	Check	Primary
1022877	36	Stop	2001	Phone	Check	Primary
1022878	13	Stop	2001	Phone	Check	Primary
1023876	37	Stop	2003	Outdoor	Check	Primary
1023877	514	Active	2003	Phone	Check	Primary
1023878	641	Stop	2002	Phone	Check	Primary
1024878	101	Stop	2001	Phone	Check	Primary
1025876	630	Active	2003	Direct Mail	CreditCard	Primary
1026876	7	Stop	2002	Phone	Check	Primary
1026877	64	Stop	2001	Phone	Check	Primary
1026878	7	Stop	2003	Outdoor	Check	Primary
1027876	55	Stop	2002	Phone	Check	Primary
1027877	1129	Active	2002	Phone	Check	Primary
1027878	104	Stop	2004	Outdoor	Check	Region
1028876	55	Stop	2002	Phone	Check	Primary
1028877	108	Stop	2000	Other	Check	Region
1028878	13	Stop	2004	Other	Check	Primary
1029876	1028	Active	2002	Phone	CreditCard	Primary
1030878	131	Stop	2001	Outdoor	Check	Primary
1031877	12	Stop	2001	Phone	Check	Primary
1032876	20	Stop	2003	Direct Mail	Check	Region
1032877	13	Stop	2001	Phone	Check	Primary
1032878	9	Stop	2002	Phone	Check	Region
1033877	111	Stop	2001	Outdoor	Check	Primary
1034876	713	Stop	2002	Direct Mail	Check	Primary
1034877	13	Stop	2002	Phone	Check	Primary
1034878	76	Stop	2003	Phone	Check	Primary
1035876	38	Stop	2000	Phone	Check	Region
1035877	101	Stop	2002	Phone	CreditCard	Primary
1036876	153	Stop	2000	Phone	Check	Primary
1036877	230	Stop	2002	Phone	Check	Primary
1036878	33	Stop	2001	Phone	Check	Primary
1037878	6	Stop	2000	Phone	CreditCard	Primary
1038876	391	Stop	2001	Direct Mail	CreditCard	Primary
1038877	176	Stop	2001	Phone	Check	Primary
1038878	114	Stop	2003	Outdoor	Check	Primary
1039876	505	Stop	2002	Voluntary	Check	Primary
1039877	13	Stop	2001	Phone	Check	Primary
1039878	1081	Active	2002	Direct Mail	Check	Primary
1040876	56	Stop	2003	Phone	Check	Primary
1040878	31	Stop	2002	Other	Check	Primary
1041877	60	Stop	2002	Direct Mail	Check	Primary
1042876	75	Stop	2002	Phone	Check	Region
1042877	93	Stop	2003	Outdoor	Check	Primary
1043876	363	Stop	2001	Phone	Check	Primary
1043877	370	Stop	2002	Phone	Check	Primary
1043878	48	Stop	2001	Phone	Check	Primary
1044877	67	Stop	2002	Voluntary	Check	Region
1046876	43	Stop	2002	Phone	Check	Primary
1047876	85	Stop	2002	Phone	Check	Region
1047878	59	Stop	2004	Phone	Check	Region
1048876	35	Stop	2001	Phone	Check	Primary
1048878	774	Active	2003	Direct Mail	Check	Primary
1049877	34	Stop	2001	Phone	Check	Primary
1049878	13	Stop	2001	Phone	Check	Primary
1050876	1329	Active	2001	Direct Mail	CreditCard	Primary
1050877	582	Stop	2001	Direct Mail	Check	Primary
1050878	13	Stop	2002	Phone	Check	Primary
1051877	13	Stop	2002	Other	Check	Primary
1052878	13	Stop	2002	Other	Check	Region
1053876	24	Stop	2002	Phone	Check	Region
1054876	25	Stop	2002	Phone	Check	Region
1054877	73	Stop	2002	Phone	Check	Primary
1054878	115	Stop	2003	Outdoor	Check	Primary
1055878	921	Active	2002	Voluntary	CreditCard	Primary
1056877	5	Stop	2001	Phone	Check	Primary
1056878	12	Stop	2000	Outdoor	Check	Primary
1057878	27	Stop	2001	Phone	Check	Primary
1058877	25	Stop	2001	Phone	Check	Primary
1059876	13	Stop	2002	Other	Check	Primary
1059878	209	Stop	2002	Direct Mail	Check	Region
1060877	107	Stop	2002	Phone	Check	Region
1061876	27	Stop	2001	Phone	Check	Primary
1061878	72	Stop	2003	Phone	Check	Primary
1062876	247	Stop	2001	Outdoor	Check	Primary
1063876	80	Stop	2002	Phone	Check	Region
1063877	67	Stop	2002	Phone	Check	Primary
1064876	20	Stop	2004	Phone	Check	Region
1064877	6	Stop	2003	Voluntary	Check	Primary
1065877	70	Stop	2004	Phone	Check	Primary
1066877	6	Stop	2001	Outdoor	Check	Primary
1067876	6	Stop	2002	Other	Check	Primary
1067877	27	Stop	2002	Phone	Check	Region
1068876	796	Stop	2002	Outdoor	CreditCard	Primary
1068877	13	Stop	2002	Phone	Check	Primary
1069877	565	Stop	2001	Phone	Check	Primary
1069878	912	Active	2002	Outdoor	Check	Primary
1070876	13	Stop	2001	Outdoor	Check	Primary
1070878	104	Stop	2001	Phone	Check	Primary
1071876	13	Stop	2002	Outdoor	Check	Primary
1071877	43	Stop	2001	Outdoor	Check	Primary
1071878	265	Stop	2001	Direct Mail	Check	Primary
1072877	100	Stop	2001	Voluntary	Check	Primary
1072878	27	Stop	2004	Outdoor	Check	Primary
1073876	64	Stop	2002	Phone	Check	Primary
1073877	1	Stop	2001	Phone	CreditCard	Primary
1073878	342	Active	2004	Direct Mail	CreditCard	Primary
1074877	66	Stop	2002	Direct Mail	Check	Primary
1075877	433	Stop	2003	Voluntary	Check	Primary
1075878	264	Stop	2000	Phone	Check	Primary
1076876	13	Stop	2002	Phone	Check	Primary
1076877	124	Stop	2001	Outdoor	Check	Primary
1076878	5	Stop	2002	Phone	Check	Region
1077877	209	Stop	2004	Outdoor	Check	Primary
1077878	70	Stop	2003	Outdoor	Check	Primary
1078876	53	Stop	2001	Outdoor	Check	Primary
1078877	68	Stop	2002	Phone	Check	Primary
1078878	249	Stop	2003	Phone	Check	Primary
1079876	139	Stop	2004	Outdoor	Check	Primary
1079877	58	Stop	2001	Phone	Check	Primary
1080876	69	Stop	2004	Outdoor	Check	Primary
1080877	78	Stop	2003	Outdoor	Check	Primary
1080878	78	Stop	2001	Direct Mail	Check	Primary
1081877	323	Stop	2002	Outdoor	Check	Primary
1081878	911	Stop	2000	Phone	Check	Primary
1082876	13	Stop	2004	Other	Check	Primary
1082877	3	Stop	2004	Phone	Check	Region
1083877	64	Stop	2002	Phone	Check	Primary
1084876	180	Stop	2002	Other	Check	Primary
1084877	13	Stop	2002	Phone	CreditCard	Region
1084878	125	Stop	2003	Phone	Check	Region
1085876	20	Stop	2001	Other	Check	Primary
